RNA_sample,Lysate_sample,Fraction,Time,Temperature,Biorep,Strain,Treatment_group,Treatment_group_ID,Treatment,Treated,Experiment,Sequencing_date,Sample_search,FastQ_folder,UMI,gtf_file,star_index_folder,kallisto_index,sbatch_template,snakefile,kallisto_direction,R1,R2,R3,R1_path,R2_path,R3_path,sequencing_group,spike_group
J04,L113,Total,10min,46C,BR2,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-04,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-04_S4_R1_001.fastq.gz,AD-24S-J-04_S4_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-04_S4_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-04_S4_R2_001.fastq.gz,NA,C,nanoluc+pombe
J05,L110,Sup,10min,30C,BR1,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-05,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-05_S5_R1_001.fastq.gz,AD-24S-J-05_S5_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-05_S5_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-05_S5_R2_001.fastq.gz,NA,C,nanoluc+pombe
J06,L111,Sup,10min,46C,BR1,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-06,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-06_S6_R1_001.fastq.gz,AD-24S-J-06_S6_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-06_S6_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-06_S6_R2_001.fastq.gz,NA,C,nanoluc+pombe
J07,L112,Sup,10min,30C,BR2,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-07,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-07_S7_R1_001.fastq.gz,AD-24S-J-07_S7_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-07_S7_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-07_S7_R2_001.fastq.gz,NA,C,nanoluc+pombe
J08,L113,Sup,10min,46C,BR2,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-08,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-08_S8_R1_001.fastq.gz,AD-24S-J-08_S8_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-08_S8_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-08_S8_R2_001.fastq.gz,NA,C,nanoluc+pombe
J09,L110,Pellet,10min,30C,BR1,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-09,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-09_S9_R1_001.fastq.gz,AD-24S-J-09_S9_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-09_S9_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-09_S9_R2_001.fastq.gz,NA,C,nanoluc+pombe
J10,L111,Pellet,10min,46C,BR1,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-10,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-10_S10_R1_001.fastq.gz,AD-24S-J-10_S10_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-10_S10_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-10_S10_R2_001.fastq.gz,NA,C,nanoluc+pombe
J11,L112,Pellet,10min,30C,BR2,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-11,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-11_S11_R1_001.fastq.gz,AD-24S-J-11_S11_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-11_S11_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-11_S11_R2_001.fastq.gz,NA,C,nanoluc+pombe
J12,L113,Pellet,10min,46C,BR2,BY4741,spombe_spikeIn,tg_5,none,FALSE,SedSeq,230428,J-12,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-J-12_S12_R1_001.fastq.gz,AD-24S-J-12_S12_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-12_S12_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-J-12_S12_R2_001.fastq.gz,NA,C,nanoluc+pombe
JB182,L114,Total,30min,30C,BR1,BY4741,PolySeq_0.8%Azide,tg_17,mock,FALSE,PolySeq,230428,JB-27S-182,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-182_S29_R1_001.fastq.gz,AD-JB-27S-182_S29_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-182_S29_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-182_S29_R2_001.fastq.gz,NA,C,pombe
JB185,L115,Total,30min,30C,BR1,BY4741,PolySeq_0.8%Azide,tg_17,Azide_0.8%_pH6.8,TRUE,PolySeq,230428,JB-27S-185,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-185_S30_R1_001.fastq.gz,AD-JB-27S-185_S30_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-185_S30_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-185_S30_R2_001.fastq.gz,NA,C,pombe
JB186,L116,Total,30min,30C,BR2,BY4741,PolySeq_0.8%Azide,tg_17,mock,FALSE,PolySeq,230428,JB-27S-186,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-186_S31_R1_001.fastq.gz,AD-JB-27S-186_S31_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-186_S31_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-186_S31_R2_001.fastq.gz,NA,C,pombe
JB187,L117,Total,30min,30C,BR2,BY4741,PolySeq_0.8%Azide,tg_17,Azide_0.8%_pH6.8,TRUE,PolySeq,230428,JB-27S-187,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-187_S32_R1_001.fastq.gz,AD-JB-27S-187_S32_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-187_S32_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-187_S32_R2_001.fastq.gz,NA,C,pombe
JB188,L114,Free,30min,30C,BR1,BY4741,PolySeq_0.8%Azide,tg_17,mock,FALSE,PolySeq,230428,JB-27S-188,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-188_S33_R1_001.fastq.gz,AD-JB-27S-188_S33_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-188_S33_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-188_S33_R2_001.fastq.gz,NA,C,pombe
JB191,L115,Free,30min,30C,BR1,BY4741,PolySeq_0.8%Azide,tg_17,Azide_0.8%_pH6.8,TRUE,PolySeq,230428,JB-27S-191,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-191_S34_R1_001.fastq.gz,AD-JB-27S-191_S34_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-191_S34_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-191_S34_R2_001.fastq.gz,NA,C,pombe
JB192,L116,Free,30min,30C,BR2,BY4741,PolySeq_0.8%Azide,tg_17,mock,FALSE,PolySeq,230428,JB-27S-192,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-192_S35_R1_001.fastq.gz,AD-JB-27S-192_S35_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-192_S35_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-192_S35_R2_001.fastq.gz,NA,C,pombe
JB193,L117,Free,30min,30C,BR2,BY4741,PolySeq_0.8%Azide,tg_17,Azide_0.8%_pH6.8,TRUE,PolySeq,230428,JB-27S-193,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-193_S36_R1_001.fastq.gz,AD-JB-27S-193_S36_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-193_S36_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-193_S36_R2_001.fastq.gz,NA,C,pombe
JB194,L114,Poly,30min,30C,BR1,BY4741,PolySeq_0.8%Azide,tg_17,mock,FALSE,PolySeq,230428,JB-27S-194,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-194_S37_R1_001.fastq.gz,AD-JB-27S-194_S37_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-194_S37_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-194_S37_R2_001.fastq.gz,NA,C,pombe
JB197,L115,Poly,30min,30C,BR1,BY4741,PolySeq_0.8%Azide,tg_17,Azide_0.8%_pH6.8,TRUE,PolySeq,230428,JB-27S-197,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-197_S38_R1_001.fastq.gz,AD-JB-27S-197_S38_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-197_S38_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-197_S38_R2_001.fastq.gz,NA,C,pombe
JB198,L116,Poly,30min,30C,BR2,BY4741,PolySeq_0.8%Azide,tg_17,mock,FALSE,PolySeq,230428,JB-27S-198,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-198_S39_R1_001.fastq.gz,AD-JB-27S-198_S39_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-198_S39_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-198_S39_R2_001.fastq.gz,NA,C,pombe
JB199,L117,Poly,30min,30C,BR2,BY4741,PolySeq_0.8%Azide,tg_17,Azide_0.8%_pH6.8,TRUE,PolySeq,230428,JB-27S-199,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-JB-27S-199_S40_R1_001.fastq.gz,AD-JB-27S-199_S40_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-199_S40_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS27/FastQ/AD-JB-27S-199_S40_R2_001.fastq.gz,NA,C,pombe
JB212,L122,Total,15min,30C,BR1,BY4741,PolySeq_7.5%EtOH,tg_18,mock,FALSE,PolySeq,230428,JB-212,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-JB-212_S13_R1_001.fastq.gz,AD-24S-JB-212_S13_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-JB-212_S13_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-JB-212_S13_R2_001.fastq.gz,NA,C,pombe
JB213,L123,Total,15min,30C,BR1,BY4741,PolySeq_7.5%EtOH,tg_18,EtOH_7.5%,TRUE,PolySeq,230428,JB-213,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24,FALSE,Scerevisiae_Spombe/saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled_geneid.gff3,Scerevisiae_Spombe/STAR_saccharomyces_cerevisiae_R64-3-1_20210421_Schizosaccharomyces_pombe_all_chromosomes_relabelled,Scerevisiae_Spombe/Scerevisiae_orf_coding_all_Scerevisiae_rna_coding_Spombe_cds.fasta.idx,sbatch_star_kallisto_paired.template,Snakefile_map_STAR_kallisto.smk,--fr-stranded,AD-24S-JB-213_S14_R1_001.fastq.gz,AD-24S-JB-213_S14_R2_001.fastq.gz,NA,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-JB-213_S14_R1_001.fastq.gz,230428_A00639_1592_AHKGGHDMXY-NovaRS129-FC01-AD-JB-RS24/FastQ/AD-24S-JB-213_S14_R2_001.fastq.gz,NA,C,pombe
