ORF	gene	length.protein	classification	label	Length5UTR	Length3UTR	Length5UTR.est	Length3UTR.est	LengthTxEst	unspliced.CDS.length	LengthTxUnsplicedEst	ENA	SGD_ID	ncrna_classification	RNAcentral_ID	length.ncRNA
YNCD0022C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006767	tRNA gene	URS00002C74E0	73
YNCD0023C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006563	tRNA gene	URS000001C3AF	73
YNCD0024C	NA	NA	ncRNA	other	NA	NA	48	123	100	NA	NA	BK006938.2	S000006777	tRNA gene	URS0000177121	100
YNCD0026W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006616	tRNA gene	URS0000410E6D	73
YNCD0028W	NA	NA	ncRNA	other	NA	NA	48	123	83	NA	NA	BK006938.2	S000006723	tRNA gene	URS00005FE096	83
YNCD0029C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006938.2	S000006617	tRNA gene	URS0000410E6D	73
YNCD0031C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006938.2	S000006638	tRNA gene	URS0000600A16	82
YNCE0004C	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006939.2	S000006578	tRNA gene	URS000031B782	71
YNCE0005W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006939.2	S000006724	tRNA gene	URS000025778A	82
YNCE0008C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006939.2	S000006697	tRNA gene	URS000044A924	72
YNCE0009C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006939.2	S000006618	tRNA gene	URS0000410E6D	73
YNCE0010W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006939.2	S000006710	tRNA gene	URS0000246DB7	72
YNCE0012W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006939.2	S000006550	tRNA gene	URS00000D4623	72
YNCE0013W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006939.2	S000006593	tRNA gene	URS0000612D1D	72
YNCE0014W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006939.2	S000006696	tRNA gene	URS000001E7BA	72
YNCE0016C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006939.2	S000006522	tRNA gene	URS0000118FF0	73
YNCE0018W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006939.2	S000006551	tRNA gene	URS00000D4623	72
YNCE0021C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006939.2	S000006594	tRNA gene	URS0000612D1D	72
YNCE0022C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006939.2	S000006619	tRNA gene	URS0000410E6D	73
YNCE0023W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006939.2	S000006753	tRNA gene	URS00001D5F0C	74
YNCE0025C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006939.2	S000006602	tRNA gene	URS000051C6FE	74
YNCE0026W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006939.2	S000006754	tRNA gene	URS00001D5F0C	74
YNCE0027C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006939.2	S000006552	tRNA gene	URS00000D4623	72
YNCE0028C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006939.2	S000006701	tRNA gene	URS00000804B3	73
YNCE0029C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006939.2	S000006603	tRNA gene	URS000051C6FE	74
YNCF0004C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006940.2	S000006669	tRNA gene	URS0000089FC1	74
YNCF0005C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006940.2	S000006564	tRNA gene	URS00002E75FF	73
YNCF0008C	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006940.2	S000006580	tRNA gene	URS000031B782	71
YNCF0009C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006940.2	S000006731	tRNA gene	URS00005632FF	82
YNCF0011C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006940.2	S000006511	tRNA gene	URS00004D1EAE	73
YNCF0014C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006940.2	S000006620	tRNA gene	URS0000410E6D	73
YNCG0002C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006941.2	S000006757	tRNA gene	URS00001D5F0C	74
YNCG0003C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006595	tRNA gene	URS0000612D1D	72
YNCG0004W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006941.2	S000006630	tRNA gene	URS000050F2C6	73
YNCG0005W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006941.2	S000006621	tRNA gene	URS0000410E6D	73
YNCG0007C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006941.2	S000006622	tRNA gene	URS0000410E6D	73
YNCG0008W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006941.2	S000006639	tRNA gene	URS00000D233C	82
YNCG0009C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006771	tRNA gene	URS0000116720	72
YNCG0011W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006596	tRNA gene	URS0000612D1D	72
YNCG0016C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006554	tRNA gene	URS00000D4623	72
YNCG0017W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006711	tRNA gene	URS0000246DB7	72
YNCG0018C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006941.2	S000006755	tRNA gene	URS00001D5F0C	74
YNCG0020C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006941.2	S000006565	tRNA gene	URS00002E75FF	73
YNCG0021W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006532	tRNA gene	URS000027E1E5	72
YNCG0022W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006555	tRNA gene	URS00000D4623	72
YNCG0023C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006533	tRNA gene	URS000027E1E5	72
YNCG0025C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006941.2	S000006725	tRNA gene	URS000025778A	82
YNCG0027W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006749	tRNA gene	URS00002DD7E5	72
YNCG0028W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006941.2	S000006646	tRNA gene	URS000006F3EE	82
YNCG0029C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006941.2	S000006631	tRNA gene	URS000013D786	73
YNCG0030C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006527	tRNA gene	URS00002459D9	72
YNCG0031W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006941.2	S000006670	tRNA gene	URS0000089FC1	74
YNCG0032W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006713	tRNA gene	URS0000246DB7	72
YNCG0033W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006941.2	S000006604	tRNA gene	URS000051C6FE	74
YNCG0034W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006941.2	S000006512	tRNA gene	URS00004D1EAE	73
YNCG0036W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006941.2	S000006523	tRNA gene	URS0000118FF0	73
YNCG0037W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006941.2	S000006756	tRNA gene	URS00001D5F0C	74
YNCG0038C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006712	tRNA gene	URS0000246DB7	72
YNCG0039W	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006941.2	S000006581	tRNA gene	URS000031B782	71
YNCG0040C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006941.2	S000006641	tRNA gene	URS00000841E3	82
YNCG0041W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006941.2	S000006623	tRNA gene	URS0000410E6D	73
YNCG0042C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006772	tRNA gene	URS0000116720	72
YNCG0043C	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006941.2	S000006582	tRNA gene	URS000031B782	71
YNCG0046W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006941.2	S000006750	tRNA gene	URS00002DD7E5	72
YNCH0001W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006934.2	S000006597	tRNA gene	URS0000612D1D	72
YNCH0002C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006934.2	S000006758	tRNA gene	URS00001D5F0C	74
YNCH0003C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006934.2	S000006740	tRNA gene	URS000037F6D3	73
YNCH0004C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006934.2	S000006726	tRNA gene	URS000025778A	82
YNCH0005W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006934.2	S000006698	tRNA gene	URS000001E7BA	72
YNCH0006C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006934.2	S000006513	tRNA gene	URS00004D1EAE	73
YNCH0009C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006934.2	S000006566	tRNA gene	URS00002E75FF	73
YNCH0010C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006934.2	S000006567	tRNA gene	URS00002E75FF	73
YNCH0015W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006934.2	S000006751	tRNA gene	URS00002EB333	72
YNCH0016C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006934.2	S000006768	tRNA gene	URS00002C74E0	73
YNCI0002W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006942.2	S000006741	tRNA gene	URS000037F6D3	73
YNCI0003C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006942.2	S000006605	tRNA gene	URS000051C6FE	74
YNCI0004W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006942.2	S000006547	tRNA gene	URS00001D6320	72
YNCI0005W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006942.2	S000006606	tRNA gene	URS000051C6FE	74
YNCI0007C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006942.2	S000006624	tRNA gene	URS0000410E6D	73
YNCI0008C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006942.2	S000006534	tRNA gene	URS000027E1E5	72
YNCI0009W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006942.2	S000006742	tRNA gene	URS000037F6D3	73
YNCI0010C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006942.2	S000006535	tRNA gene	URS000027E1E5	72
YNCI0011W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006942.2	S000006556	tRNA gene	URS00000D4623	72
YNCJ0001C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006943.2	S000006743	tRNA gene	URS000037F6D3	73
YNCJ0002C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006943.2	S000006557	tRNA gene	URS00000D4623	72
YNCJ0005C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006943.2	S000006514	tRNA gene	URS00004D1EAE	73
YNCJ0006W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006943.2	S000006536	tRNA gene	URS000027E1E5	72
YNCJ0008W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006943.2	S000006702	tRNA gene	URS00002BCEEE	73
YNCJ0011W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006943.2	S000006714	tRNA gene	URS0000246DB7	72
YNCJ0012W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006943.2	S000006537	tRNA gene	URS000027E1E5	72
YNCJ0013C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006943.2	S000006538	tRNA gene	URS000027E1E5	72
YNCJ0014C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006943.2	S000006715	tRNA gene	URS0000246DB7	72
YNCJ0015W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006943.2	S000006759	tRNA gene	URS00001D5F0C	74
YNCJ0017C	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006943.2	S000006583	tRNA gene	URS000031B782	71
YNCJ0018W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006943.2	S000006625	tRNA gene	URS0000410E6D	73
YNCJ0019C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006943.2	S000006773	tRNA gene	URS0000116720	72
YNCJ0023C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006943.2	S000006727	tRNA gene	URS000025778A	82
YNCJ0026W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006943.2	S000006539	tRNA gene	URS000027E1E5	72
YNCJ0029W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006943.2	S000006654	tRNA gene	URS00003F9F5F	82
YNCK0003W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006944.2	S000006671	tRNA gene	URS0000089FC1	74
YNCK0004W	NA	NA	ncRNA	other	NA	NA	48	123	84	NA	NA	BK006944.2	S000006651	tRNA gene	URS000024C4B2	84
YNCK0005C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006944.2	S000006558	tRNA gene	URS00000D4623	72
YNCK0006C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006944.2	S000006716	tRNA gene	URS0000246DB7	72
YNCK0007W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006944.2	S000006626	tRNA gene	URS0000410E6D	73
YNCK0008W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006944.2	S000006515	tRNA gene	URS00004D1EAE	73
YNCK0010W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006944.2	S000006774	tRNA gene	URS0000116720	72
YNCK0011C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006944.2	S000006760	tRNA gene	URS00001D5F0C	74
YNCK0012C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006944.2	S000006598	tRNA gene	URS0000612D1D	72
YNCK0014W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006944.2	S000006761	tRNA gene	URS00001D5F0C	74
YNCK0016W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006944.2	S000006642	tRNA gene	URS00000841E3	82
YNCK0017W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006944.2	S000006703	tRNA gene	URS00000804B3	73
YNCK0018C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006944.2	S000006540	tRNA gene	URS000027E1E5	72
YNCK0019W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006944.2	S000006516	tRNA gene	URS00004D1EAE	73
YNCK0021W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006944.2	S000006632	tRNA gene	URS000050F2C6	73
YNCL0001W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006945.2	S000006683	tRNA gene	URS0000725271	72
YNCL0002C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006945.2	S000006728	tRNA gene	URS000025778A	82
YNCL0004C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006945.2	S000006524	tRNA gene	URS0000118FF0	73
YNCL0007W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006945.2	S000006704	tRNA gene	URS00000804B3	73
YNCL0008W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006945.2	S000006541	tRNA gene	URS000027E1E5	72
YNCL0009C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006945.2	S000006699	tRNA gene	URS000001E7BA	72
YNCL0032C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006945.2	S000006655	tRNA gene	URS000029C7B4	82
YNCL0033C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006945.2	S000006614	tRNA gene	URS000044E740	73
YNCL0034W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006945.2	S000006643	tRNA gene	URS0000246DA3	82
YNCL0035C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006945.2	S000006517	tRNA gene	URS00004D1EAE	73
YNCL0036C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006945.2	S000006762	tRNA gene	URS00001D5F0C	74
YNCL0037W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006945.2	S000006656	tRNA gene	URS00003F9F5F	82
YNCL0038W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006945.2	S000006607	tRNA gene	URS000051C6FE	74
YNCL0039W	NA	NA	ncRNA	other	NA	NA	48	123	80	NA	NA	BK006945.2	S000006732	tRNA gene	URS0000177121	80
YNCL0040W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006945.2	S000006542	tRNA gene	URS000027E1E5	72
YNCL0044W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006945.2	S000006559	tRNA gene	URS00000D4623	72
YNCL0047W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006945.2	S000006633	tRNA gene	URS000050F2C6	73
YNCL0049C	NA	NA	ncRNA	other	NA	NA	48	123	84	NA	NA	BK006945.2	S000006652	tRNA gene	URS000024C4B2	84
YNCL0050C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006945.2	S000006672	tRNA gene	URS0000089FC1	74
YNCL0051C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006945.2	S000006608	tRNA gene	URS000051C6FE	74
YNCM0001W	NA	NA	ncRNA	other	NA	NA	48	123	3015	NA	NA	BK006946.2	S000303814	ncRNA gene	URS00021EDA8B	3015
YNCM0004C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006946.2	S000006718	tRNA gene	URS0000246DB7	72
YNCM0007C	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006946.2	S000006585	tRNA gene	URS000031B782	71
YNCM0009C	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006946.2	S000006729	tRNA gene	URS000025778A	82
YNCM0010W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006946.2	S000006560	tRNA gene	URS000012840E	72
YNCM0018C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006946.2	S000006518	tRNA gene	URS00004D1EAE	73
YNCM0019W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006946.2	S000006568	tRNA gene	URS00001064BD	73
YNCM0020W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006946.2	S000006599	tRNA gene	URS0000612D1D	72
YNCM0021C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006946.2	S000006763	tRNA gene	URS00001D5F0C	74
YNCM0022C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006946.2	S000006775	tRNA gene	URS0000116720	72
YNCM0023C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006946.2	S000006764	tRNA gene	URS00001D5F0C	74
YNCM0024W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006946.2	S000006543	tRNA gene	URS000027E1E5	72
YNCM0025C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006946.2	S000006627	tRNA gene	URS0000410E6D	73
YNCM0027W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006946.2	S000006644	tRNA gene	URS00000841E3	82
YNCM0029C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006946.2	S000006765	tRNA gene	URS00001D5F0C	74
YNCM0033C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006946.2	S000006717	tRNA gene	URS0000246DB7	72
YNCM0035C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006946.2	S000006519	tRNA gene	URS00004D1EAE	73
YNCN0003W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006947.3	S000006673	tRNA gene	URS0000089FC1	74
YNCN0004W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006947.3	S000006744	tRNA gene	URS000037F6D3	73
YNCN0006W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006947.3	S000006569	tRNA gene	URS00000890D0	73
YNCN0007W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006947.3	S000006645	tRNA gene	URS00000841E3	82
YNCN0008C	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006947.3	S000006544	tRNA gene	URS0000022919	71
YNCN0009W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006947.3	S000006685	tRNA gene	URS0000161A8B	72
YNCN0010C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006947.3	S000006745	tRNA gene	URS000037F6D3	73
YNCN0011W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006947.3	S000006686	tRNA gene	URS0000161A8B	72
YNCN0012C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006947.3	S000006609	tRNA gene	URS000051C6FE	74
YNCN0015W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006947.3	S000006610	tRNA gene	URS000051C6FE	74
YNCN0017W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006947.3	S000006674	tRNA gene	URS0000089FC1	74
YNCN0020C	NA	NA	ncRNA	other	NA	NA	48	123	84	NA	NA	BK006947.3	S000006653	tRNA gene	URS000024C4B2	84
YNCO0002W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006948.2	S000006746	tRNA gene	URS000037F6D3	73
YNCO0004C	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006948.2	S000006586	tRNA gene	URS000031B782	71
YNCO0005W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006948.2	S000006675	tRNA gene	URS0000089FC1	74
YNCO0008W	NA	NA	ncRNA	other	NA	NA	48	123	82	NA	NA	BK006948.2	S000006733	tRNA gene	URS00005632FF	82
YNCO0011W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006948.2	S000006687	tRNA gene	URS0000161248	72
YNCO0012C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006948.2	S000006705	tRNA gene	URS00000804B3	73
YNCO0013C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006948.2	S000006747	tRNA gene	URS000037F6D3	73
YNCO0016W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006948.2	S000006634	tRNA gene	URS000050F2C6	73
YNCO0018W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006948.2	S000006676	tRNA gene	URS0000089FC1	74
YNCO0019W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006948.2	S000006545	tRNA gene	URS000027E1E5	72
YNCO0021C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006948.2	S000006766	tRNA gene	URS00003B5CA5	74
YNCO0029C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006948.2	S000006525	tRNA gene	URS0000118FF0	73
YNCO0031W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006948.2	S000006689	tRNA gene	URS0001A013E9	72
YNCP0001C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006949.2	S000006776	tRNA gene	URS0000116720	72
YNCP0002W	NA	NA	ncRNA	other	NA	NA	48	123	3087	NA	NA	BK006949.2	S000303815	ncRNA gene	URS00021EDA8A	3087
YNCP0004C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006949.2	S000006561	tRNA gene	URS00000D4623	72
YNCP0007C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006949.2	S000006528	tRNA gene	URS00002459D9	72
YNCP0008C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006949.2	S000006570	tRNA gene	URS00002E75FF	73
YNCP0009W	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006949.2	S000006588	tRNA gene	URS000031B782	71
YNCP0010W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006949.2	S000006628	tRNA gene	URS0000410E6D	73
YNCP0011C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006949.2	S000006571	tRNA gene	URS00002E75FF	73
YNCP0016W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006949.2	S000006752	tRNA gene	URS00002DD7E5	72
YNCP0017C	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006949.2	S000006635	tRNA gene	URS000050F2C6	73
YNCP0018C	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	BK006949.2	S000006529	tRNA gene	URS00002459D9	72
YNCP0019W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006949.2	S000006677	tRNA gene	URS0000089FC1	74
YNCP0020W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006949.2	S000006611	tRNA gene	URS000051C6FE	74
YNCP0022W	NA	NA	ncRNA	other	NA	NA	48	123	73	NA	NA	BK006949.2	S000006520	tRNA gene	URS00004D1EAE	73
YNCP0023W	NA	NA	ncRNA	other	NA	NA	48	123	71	NA	NA	BK006949.2	S000006589	tRNA gene	URS000031B782	71
YNCP0024C	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	BK006949.2	S000006612	tRNA gene	URS000051C6FE	74
YNCQ0001W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	KP263414.1	S000007328	tRNA gene	URS00001CCBCA	72
YNCQ0003W	NA	NA	ncRNA	other	NA	NA	48	123	74	NA	NA	KP263414.1	S000007337	tRNA gene	URS0000481745	74
YNCQ0004W	NA	NA	ncRNA	other	NA	NA	48	123	72	NA	NA	KP263414.1	S000007318	tRNA gene	URS00000DE841	72
YNCQ0005W	NA	NA	ncRNA	other	NA	NA	48	123	90	NA	NA	KP263414.1	S000007333	tRNA gene	URS00005729E5	90
YNCQ0007W	NA	NA	ncRNA	other	NA	NA	48	123	76	NA	NA	KP263414.1	S000007334	tRNA gene	URS00001AE65B	76
YNCQ0008W	NA	NA	ncRNA	other	NA	NA	48	123	76	NA	NA	KP263414.1	S000007316	tRNA gene	URS0000256494	76
